"YZS","CYZS","Canada","Coral Harbour","Coral Harbour Airport",64.1932983398,-83.3593978882
"YDA","CYDA","Canada","Dawson","Dawson City Airport",64.04309844970703,-139.1280059814453
"YDB","CYDB","Canada","Burwash","Burwash Airport",61.37110137939453,-139.04100036621094
\N,"CYDC","Canada","Princeton","Princeton Airport",49.4681015015,-120.511001587
"YDF","CYDF","Canada","Deer Lake","Deer Lake Airport",49.21080017089844,-57.39139938354492
"YDL","CYDL","Canada","Dease Lake","Dease Lake Airport",58.4221992493,-130.031997681
"YDN","CYDN","Canada","Dauphin","Dauphin Barker Airport",51.100799560546875,-100.052001953125
"YDQ","CYDQ","Canada","Dawson Creek","Dawson Creek Airport",55.7422981262207,-120.18299865722656
"YEG","CYEG","Canada","Edmonton","Edmonton International Airport",53.309700012200004,-113.580001831
"YEK","CYEK","Canada","Eskimo Point","Arviat Airport",61.0942001343,-94.07080078119999
"YEN","CYEN","Canada","Estevan","Estevan Airport",49.2103004456,-102.966003418
"YET","CYET","Canada","Edson","Edson Airport",53.578899383499994,-116.464996338
"YEU","CYEU","Canada","Eureka","Eureka Airport",79.9946975708,-85.814201355
"YEV","CYEV","Canada","Inuvik","Inuvik Mike Zubko Airport",68.30419921880001,-133.483001709
"YFB","CYFB","Canada","Iqaluit","Iqaluit Airport",63.756402,-68.555801
"YFC","CYFC","Canada","Fredericton","Fredericton Airport",45.868900299072266,-66.53720092773438
"YFE","CYFE","Canada","Forestville","Forestville Airport",48.74610137939453,-69.09719848632812
"YFO","CYFO","Canada","Flin Flon","Flin Flon Airport",54.6781005859375,-101.68199920654297
"YFR","CYFR","Canada","Fort Resolution","Fort Resolution Airport",61.1808013916,-113.690002441
"YFS","CYFS","Canada","Fort Simpson","Fort Simpson Airport",61.76020050048828,-121.23699951171875
"YGK","CYGK","Canada","Kingston","Kingston Norman Rogers Airport",44.22529983520508,-76.5969009399414
"YGL","CYGL","Canada","La Grande Riviere","La Grande Rivière Airport",53.625301361083984,-77.7042007446289
"YGP","CYGP","Canada","Gaspe","Gaspé (Michel-Pouliot) Airport",48.7752990723,-64.4785995483
"YGQ","CYGQ","Canada","Geraldton","Geraldton Greenstone Regional Airport",49.77830123901367,-86.93939971923828
"YGR","CYGR","Canada","Iles De La Madeleine","Îles-de-la-Madeleine Airport",47.42470169067383,-61.778099060058594
"YHB","CYHB","Canada","Hudson Bay","Hudson Bay Airport",52.8166999817,-102.310997009
"YHD","CYHD","Canada","Dryden","Dryden Regional Airport",49.831699,-92.744202
"YHI","CYHI","Canada","Holman Island","Ulukhaktok Holman Airport",70.76280212402344,-117.80599975585938
"YHK","CYHK","Canada","Gjoa Haven","Gjoa Haven Airport",68.635597229,-95.84970092770001
"YHM","CYHM","Canada","Hamilton","John C. Munro Hamilton International Airport",43.173599243199995,-79.93499755859999
"YHU","CYHU","Canada","Montreal","Montréal / Saint-Hubert Airport",45.5175018311,-73.4169006348
"YHY","CYHY","Canada","Hay River","Hay River / Merlyn Carter Airport",60.8396987915,-115.782997131
"YHZ","CYHZ","Canada","Halifax","Halifax / Stanfield International Airport",44.8807983398,-63.5085983276
"YIB","CYIB","Canada","Atikokan","Atikokan Municipal Airport",48.7738990784,-91.6386032104
"YIO","CYIO","Canada","Pond Inlet","Pond Inlet Airport",72.6832962036,-77.9666976929
"YJN","CYJN","Canada","St. Jean","St Jean Airport",45.29439926147461,-73.28109741210938
"YJT","CYJT","Canada","Stephenville","Stephenville Airport",48.5442008972168,-58.54999923706055
"YKA","CYKA","Canada","Kamloops","Kamloops Airport",50.7022018433,-120.444000244
"YKF","CYKF","Canada","Waterloo","Waterloo Airport",43.460800170899994,-80.3786010742
"YKL","CYKL","Canada","Schefferville","Schefferville Airport",54.805301666259766,-66.8052978515625
"YKY","CYKY","Canada","Kindersley","Kindersley Airport",51.5175018311,-109.180999756
"YKZ","CYKZ","Canada","Toronto","Buttonville Municipal Airport",43.86220169067383,-79.37000274658203
"YLD","CYLD","Canada","Chapleau","Chapleau Airport",47.81999969482422,-83.3467025756836
"YLJ","CYLJ","Canada","Meadow Lake","Meadow Lake Airport",54.125301361083984,-108.52300262451172
"YLL","CYLL","Canada","Lloydminster","Lloydminster Airport",53.309200286865234,-110.072998046875
"YLT","CYLT","Canada","Alert","Alert Airport",82.51779937740001,-62.2806015015
"YLW","CYLW","Canada","Kelowna","Kelowna International Airport",49.9561004639,-119.377998352
"YMA","CYMA","Canada","Mayo","Mayo Airport",63.61640167236328,-135.8679962158203
"YMJ","CYMJ","Canada","Moose Jaw","Moose Jaw Air Vice Marshal C. M. McEwen Airport",50.330299377441406,-105.55899810791016
"YMM","CYMM","Canada","Fort Mcmurray","Fort McMurray Airport",56.653301239,-111.222000122
"YMO","CYMO","Canada","Moosonee","Moosonee Airport",51.291099548339844,-80.60780334472656
"YMW","CYMW","Canada","Maniwaki","Maniwaki Airport",46.2728004456,-75.9906005859
"YMX","CYMX","Canada","Montreal","Montreal International (Mirabel) Airport",45.679501,-74.038696
"YNA","CYNA","Canada","Natashquan","Natashquan Airport",50.189998626708984,-61.78919982910156
"YND","CYND","Canada","Gatineau","Ottawa / Gatineau Airport",45.521701812699995,-75.5635986328
"YNM","CYNM","Canada","Matagami","Matagami Airport",49.76169967651367,-77.80280303955078
"YOC","CYOC","Canada","Old Crow","Old Crow Airport",67.57060241699219,-139.83900451660156
"YOD","CYOD","Canada","Cold Lake","CFB Cold Lake",54.404998779296875,-110.27899932861328
"YOJ","CYOJ","Canada","High Level","High Level Airport",58.62139892578125,-117.16500091552734
"YOW","CYOW","Canada","Ottawa","Ottawa Macdonald-Cartier International Airport",45.3224983215332,-75.66919708251953
"YPA","CYPA","Canada","Prince Albert","Prince Albert Glass Field",53.214199066199996,-105.672996521
"YPE","CYPE","Canada","Peace River","Peace River Airport",56.226898,-117.446999
"YPG","CYPG","Canada","Portage-la-prairie","Southport Airport",49.903099,-98.273817
\N,"CYPK","Canada","Pitt Meadows","Pitt Meadows Airport",49.21609878540039,-122.70999908447266
"YPL","CYPL","Canada","Pickle Lake","Pickle Lake Airport",51.4463996887207,-90.21420288085938
"YPN","CYPN","Canada","Port Menier","Port Menier Airport",49.83639907836914,-64.2885971069336
"YPQ","CYPQ","Canada","Peterborough","Peterborough Airport",44.22999954223633,-78.36329650878906
"YPR","CYPR","Canada","Prince Pupert","Prince Rupert Airport",54.286098480199996,-130.445007324
"YPY","CYPY","Canada","Fort Chipewyan","Fort Chipewyan Airport",58.7672004699707,-111.11699676513672
"YQA","CYQA","Canada","Muskoka","Muskoka Airport",44.974700927734375,-79.30329895019531
"YQB","CYQB","Canada","Quebec","Quebec Jean Lesage International Airport",46.7911,-71.393303
"YQF","CYQF","Canada","Red Deer Industrial","Red Deer Regional Airport",52.18220138549805,-113.89399719238281
"YQG","CYQG","Canada","Windsor","Windsor Airport",42.27560043334961,-82.95559692382812
"YQH","CYQH","Canada","Watson Lake","Watson Lake Airport",60.11640167236328,-128.82200622558594
"YQK","CYQK","Canada","Kenora","Kenora Airport",49.788299560546875,-94.36309814453125
"YQL","CYQL","Canada","Lethbridge","Lethbridge County Airport",49.6302986145,-112.800003052
"YQM","CYQM","Canada","Moncton","Greater Moncton International Airport",46.11220169067383,-64.67859649658203
"YQQ","CYQQ","Canada","Comox","Comox Airport",49.71080017089844,-124.88700103759766
"YQR","CYQR","Canada","Regina","Regina International Airport",50.43190002441406,-104.66600036621094
"YQT","CYQT","Canada","Thunder Bay","Thunder Bay Airport",48.37189865112305,-89.32389831542969
"YQU","CYQU","Canada","Grande Prairie","Grande Prairie Airport",55.1796989441,-118.885002136
"YQV","CYQV","Canada","Yorkton","Yorkton Municipal Airport",51.26470184326172,-102.46199798583984
"YQW","CYQW","Canada","North Battleford","North Battleford Airport",52.76919937133789,-108.24400329589844
"YQX","CYQX","Canada","Gander","Gander International Airport",48.9369010925293,-54.56809997558594
"YQY","CYQY","Canada","Sydney","Sydney / J.A. Douglas McCurdy Airport",46.1614,-60.047798
"YQZ","CYQZ","Canada","Quesnel","Quesnel Airport",53.026100158691406,-122.51000213623047
"YRB","CYRB","Canada","Resolute","Resolute Bay Airport",74.7169036865,-94.9693984985
"YRI","CYRI","Canada","Riviere Du Loup","Rivière-du-Loup Airport",47.764400482177734,-69.58470153808594
"YRJ","CYRJ","Canada","Roberval","Roberval Airport",48.52000045776367,-72.2656021118164
"YRM","CYRM","Canada","Rocky Mountain House","Rocky Mountain House Airport",52.4296989441,-114.903999329
"YRT","CYRT","Canada","Rankin Inlet","Rankin Inlet Airport",62.8114013672,-92.1157989502
"YSB","CYSB","Canada","Sudbury","Sudbury Airport",46.625,-80.79889678955078
"YSC","CYSC","Canada","Sherbrooke","Sherbrooke Airport",45.4385986328125,-71.69139862060547
"YSJ","CYSJ","Canada","St. John","Saint John Airport",45.31610107421875,-65.89029693603516
"YSM","CYSM","Canada","Fort Smith","Fort Smith Airport",60.020301818847656,-111.96199798583984
"YSR","CYSR","Canada","Nanisivik","Nanisivik Airport",72.982201,-84.613602
"YSU","CYSU","Canada","Summerside","Summerside Airport",46.44060134887695,-63.83359909057617
"YSY","CYSY","Canada","Sachs Harbour","Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport",71.9938964844,-125.242996216
"YTE","CYTE","Canada","Cape Dorset","Cape Dorset Airport",64.2300033569,-76.5267028809
"YTH","CYTH","Canada","Thompson","Thompson Airport",55.80110168457031,-97.86419677734375
"YTR","CYTR","Canada","Trenton","CFB Trenton",44.118900299072266,-77.5280990600586
"YTS","CYTS","Canada","Timmins","Timmins/Victor M. Power",48.569698333699996,-81.376701355
"YTZ","CYTZ","Canada","Toronto","Billy Bishop Toronto City Centre Airport",43.627499,-79.396202
"YUB","CYUB","Canada","Tuktoyaktuk","Tuktoyaktuk Airport",69.43329620361328,-133.0260009765625
"YUL","CYUL","Canada","Montreal","Montreal / Pierre Elliott Trudeau International Airport",45.4706001282,-73.7407989502
"YUT","CYUT","Canada","Repulse Bay","Repulse Bay Airport",66.5214004517,-86.22470092770001
"YUX","CYUX","Canada","Hall Beach","Hall Beach Airport",68.77610015869999,-81.2425
"YUY","CYUY","Canada","Rouyn","Rouyn Noranda Airport",48.20610046386719,-78.83560180664062
"YVC","CYVC","Canada","La Ronge","La Ronge Airport",55.151401519800004,-105.262001038
"YVG","CYVG","Canada","Vermillion","Vermilion Airport",53.355800628699996,-110.823997498
"YVM","CYVM","Canada","Broughton Island","Qikiqtarjuaq Airport",67.5457992554,-64.03140258789999
"YVO","CYVO","Canada","Val D'or","Val-d'Or Airport",48.0532989502,-77.7827987671
"YVP","CYVP","Canada","Quujjuaq","Kuujjuaq Airport",58.096099853515625,-68.4269027709961
"YVQ","CYVQ","Canada","Norman Wells","Norman Wells Airport",65.28160095214844,-126.7979965209961
"YVR","CYVR","Canada","Vancouver","Vancouver International Airport",49.193901062,-123.183998108
"YVT","CYVT","Canada","Buffalo Narrows","Buffalo Narrows Airport",55.8418998718,-108.417999268
"YVV","CYVV","Canada","Wiarton","Wiarton Airport",44.7458,-81.107201
"YWA","CYWA","Canada","Petawawa","Petawawa Airport",45.95220184326172,-77.31919860839844
"YWG","CYWG","Canada","Winnipeg","Winnipeg / James Armstrong Richardson International Airport",49.909999847399995,-97.2398986816
"YWK","CYWK","Canada","Wabush","Wabush Airport",52.92190170288086,-66.8644027709961
"YWL","CYWL","Canada","Williams Lake","Williams Lake Airport",52.1831016541,-122.054000854
"YWY","CYWY","Canada","Wrigley","Wrigley Airport",63.20940017700195,-123.43699645996094
"YXC","CYXC","Canada","Cranbrook","Cranbrook/Canadian Rockies International Airport",49.610801696777,-115.78199768066
"YXD","CYXD","Canada","Edmonton","Edmonton City Centre (Blatchford Field) Airport",53.5724983215,-113.521003723
"YXE","CYXE","Canada","Saskatoon","Saskatoon John G. Diefenbaker International Airport",52.170799255371094,-106.69999694824219
"YXH","CYXH","Canada","Medicine Hat","Medicine Hat Airport",50.01890182495117,-110.72100067138672
"YXJ","CYXJ","Canada","Fort Saint John","Fort St John Airport",56.23809814453125,-120.73999786376953
"YXL","CYXL","Canada","Sioux Lookout","Sioux Lookout Airport",50.11389923095703,-91.9052963256836
"YXP","CYXP","Canada","Pangnirtung","Pangnirtung Airport",66.1449966431,-65.71360015869999
"YXR","CYXR","Canada","Earlton","Earlton (Timiskaming Regional) Airport",47.697400654599996,-79.8473453522
"YXS","CYXS","Canada","Prince George","Prince George Airport",53.8894004822,-122.679000854
"YXT","CYXT","Canada","Terrace","Northwest Regional Airport Terrace-Kitimat",54.468498,-128.576009
"YXU","CYXU","Canada","London","London Airport",43.035599,-81.1539
"YXX","CYXX","Canada","Abbotsford","Abbotsford Airport",49.025299072265625,-122.36100006103516
"YXY","CYXY","Canada","Whitehorse","Whitehorse / Erik Nielsen International Airport",60.7095985413,-135.067001343
"YYB","CYYB","Canada","North Bay","North Bay Jack Garland Airport",46.363602,-79.422798
"YYC","CYYC","Canada","Calgary","Calgary International Airport",51.113899231,-114.019996643
"YYD","CYYD","Canada","Smithers","Smithers Airport",54.82469940185547,-127.18299865722656
"YYE","CYYE","Canada","Fort Nelson","Fort Nelson Airport",58.8363990784,-122.597000122
"YYF","CYYF","Canada","Penticton","Penticton Airport",49.46310043334961,-119.60199737548828
"YYG","CYYG","Canada","Charlottetown","Charlottetown Airport",46.290000915527344,-63.12110137939453
"YYH","CYYH","Canada","Spence Bay","Taloyoak Airport",69.5466995239,-93.5766983032
"YYJ","CYYJ","Canada","Victoria","Victoria International Airport",48.646900177,-123.426002502
"YYL","CYYL","Canada","Lynn Lake","Lynn Lake Airport",56.86389923095703,-101.07599639892578
"YYN","CYYN","Canada","Swift Current","Swift Current Airport",50.291900634799994,-107.691001892
"YYQ","CYYQ","Canada","Churchill","Churchill Airport",58.739200592041016,-94.06500244140625
"YYR","CYYR","Canada","Goose Bay","Goose Bay Airport",53.3191986084,-60.4258003235
"YYT","CYYT","Canada","St. John's","St. John's International Airport",47.618598938,-52.7518997192
"YYU","CYYU","Canada","Kapuskasing","Kapuskasing Airport",49.41389846801758,-82.46749877929688
"YYW","CYYW","Canada","Armstrong","Armstrong Airport",50.29029846191406,-88.90969848632812
"YYY","CYYY","Canada","Mont Joli","Mont Joli Airport",48.60860061645508,-68.20809936523438
"YYZ","CYYZ","Canada","Toronto","Lester B. Pearson International Airport",43.6772003174,-79.63059997559999
"YZD","CYZD","Canada","Toronto","Downsview Airport",43.74250030517578,-79.4655990600586
"YZE","CYZE","Canada","Gore Bay","Gore Bay Manitoulin Airport",45.88529968261719,-82.56780242919922
"YZF","CYZF","Canada","Yellowknife","Yellowknife Airport",62.462799072265625,-114.44000244140625
"YZH","CYZH","Canada","Slave Lake","Slave Lake Airport",55.2930984497,-114.777000427
"YZP","CYZP","Canada","Sandspit","Sandspit Airport",53.25429916379999,-131.813995361
"YZR","CYZR","Canada","Sarnia","Chris Hadfield Airport",42.9994010925293,-82.30889892578125
"YZT","CYZT","Canada","Port Hardy","Port Hardy Airport",50.680599212646484,-127.36699676513672
"YZU","CYZU","Canada","Whitecourt","Whitecourt Airport",54.14390182495117,-115.78700256347656
"YZV","CYZV","Canada","Sept-iles","Sept-Îles Airport",50.22330093383789,-66.2656021118164
"YZW","CYZW","Canada","Teslin","Teslin Airport",60.17279815673828,-132.7429962158203
"YZX","CYZX","Canada","Greenwood","CFB Greenwood",44.98440170288086,-64.91690063476562
"ZFA","CZFA","Canada","Faro","Faro Airport",62.20750045776367,-133.37600708007812
"ZFM","CZFM","Canada","Fort Mcpherson","Fort Mcpherson Airport",67.40750122070312,-134.86099243164062
"QLD","DAAB","Algeria","Blida","Blida Airport",36.50360107421875,2.8141698837280273
"BUJ","DAAD","Algeria","Bou Saada","Bou Saada Airport",35.33250045776367,4.206389904022217
"BJA","DAAE","Algeria","Bejaja","Soummam Airport",36.7120018005,5.0699200630200005
"ALG","DAAG","Algeria","Algier","Houari Boumediene Airport",36.691001892089844,3.215409994125366
"DJG","DAAJ","Algeria","Djanet","Djanet Inedbirene Airport",24.292801,9.45244
\N,"DAAK","Algeria","Boufarik","Boufarik Airport",36.545799,2.87611
\N,"DAAN","Algeria","Reggan","Reggane Airport",26.7101,0.285647
"VVZ","DAAP","Algeria","Illizi","Illizi Takhamalt Airport",26.7234992981,8.62265014648
\N,"DAAQ","Algeria","Ain Oussera","Ain Oussera Airport",35.52539825439453,2.8787100315093994
"TMR","DAAT","Algeria","Tamanrasset","Aguenar – Hadj Bey Akhamok Airport",22.8115005493,5.45107984543
"GJL","DAAV","Algeria","Jijel","Jijel Ferhat Abbas Airport",36.7951011658,5.87361001968
"MZW","DAAY","Algeria","Mecheria","Mecheria Airport",33.535900116,-0.242353007197
\N,"DAAZ","Algeria","Relizane","Relizane Airport",35.752201,0.626272
"AAE","DABB","Algeria","Annaba","Rabah Bitat Airport",36.822201,7.809174
"CZL","DABC","Algeria","Constantine","Mohamed Boudiaf International Airport",36.2760009765625,6.620389938354492
"TEE","DABS","Algeria","Tebessa","Cheikh Larbi Tébessi Airport",35.4315986633,8.12071990967
"HRM","DAFH","Algeria","Tilrempt","Hassi R'Mel Airport",32.93040084838867,3.311539888381958
"TID","DAOB","Algeria","Tiaret","Bou Chekif Airport",35.3410987854,1.46315002441
\N,"DAOE","Algeria","Bou Sfer","Bou Sfer Airport",35.73540115356445,-0.8053889870643616
"TIN","DAOF","Algeria","Tindouf","Tindouf Airport",27.7003993988,-8.167099952700001
"CFK","DAOI","Algeria","Ech-cheliff","Ech Cheliff Airport",36.2126998901,1.33176994324
"TAF","DAOL","Algeria","Oran","Tafaraoui Airport",35.54240036010742,-0.5322780013084412
"TLM","DAON","Algeria","Tlemcen","Zenata – Messali El Hadj Airport",35.0167007446,-1.45000004768
"ORN","DAOO","Algeria","Oran","Es Senia Airport",35.6239013672,-0.6211829781529999
"BFW","DAOS","Algeria","Sidi Bel Abbes","Sidi Bel Abbes Airport",35.1717987061,-0.593275010586
"MUW","DAOV","Algeria","Ghriss","Ghriss Airport",35.207698822021484,0.14714199304580688
"AZR","DAUA","Algeria","Adrar","Touat Cheikh Sidi Mohamed Belkebir Airport",27.837600708007812,-0.18641400337219238
"BSK","DAUB","Algeria","Biskra","Biskra Airport",34.793300628699996,5.73823022842
"ELG","DAUE","Algeria","El Golea","El Golea Airport",30.571300506591797,2.8595900535583496
"GHA","DAUG","Algeria","Ghardaia","Noumérat - Moufdi Zakaria Airport",32.38410186767578,3.794110059738159
"HME","DAUH","Algeria","Hassi Messaoud","Oued Irara Airport",31.673000335699996,6.140439987180001
"INZ","DAUI","Algeria","In Salah","In Salah Airport",27.250999450699997,2.51202011108
"TGR","DAUK","Algeria","Touggourt","Touggourt Sidi Madhi Airport",33.06779861450195,6.088669776916504
"LOO","DAUL","Algeria","Laghouat","Laghouat Airport",33.764400482199996,2.92833995819
"TMX","DAUT","Algeria","Timimoun","Timimoun Airport",29.2371006012,0.276033014059
"OGX","DAUU","Algeria","Ouargla","Ain el Beida Airport",31.917200088500977,5.412779808044434
"IAM","DAUZ","Algeria","Zarzaitine","In Aménas Airport",28.0515,9.64291
"COO","DBBB","Benin","Cotonou","Cadjehoun Airport",6.357230186462402,2.384350061416626
"OUA","DFFD","Burkina Faso","Ouagadougou","Ouagadougou Airport",12.3532,-1.51242
"BOY","DFOO","Burkina Faso","Bobo-dioulasso","Bobo Dioulasso Airport",11.160099983215332,-4.33096981048584
"ACC","DGAA","Ghana","Accra","Kotoka International Airport",5.605189800262451,-0.16678600013256073
"TML","DGLE","Ghana","Tamale","Tamale Airport",9.55718994140625,-0.8632140159606934
\N,"DGLW","Ghana","Wa","Wa Airport",10.0826997756958,-2.507689952850342
"NYI","DGSN","Ghana","Sunyani","Sunyani Airport",7.361830234527588,-2.3287599086761475
"TKD","DGTK","Ghana","Takoradi","Takoradi Airport",4.896059989929199,-1.7747600078582764
"ABJ","DIAP","Cote d'Ivoire","Abidjan","Port Bouet Airport",5.261390209197998,-3.9262900352478027
"BYK","DIBK","Cote d'Ivoire","Bouake","Bouaké Airport",7.738800048828125,-5.073669910430908
"DJO","DIDL","Cote d'Ivoire","Daloa","Daloa Airport",6.792809963226318,-6.473189830780029
"HGO","DIKO","Cote d'Ivoire","Korhogo","Korhogo Airport",9.38718032837,-5.55666017532
"MJC","DIMN","Cote d'Ivoire","Man","Man Airport",7.272069931030273,-7.58735990524292
"SPY","DISP","Cote d'Ivoire","San Pedro","San Pedro Airport",4.746719837188721,-6.660820007324219
"ASK","DIYO","Cote d'Ivoire","Yamoussoukro","Yamoussoukro Airport",6.9031701088,-5.36558008194
"ABV","DNAA","Nigeria","Abuja","Nnamdi Azikiwe International Airport",9.006790161132812,7.263169765472412
"AKR","DNAK","Nigeria","Akure","Akure Airport",7.246739864349365,5.3010101318359375
"BNI","DNBE","Nigeria","Benin","Benin Airport",6.316979885101318,5.5995001792907715
"CBQ","DNCA","Nigeria","Calabar","Margaret Ekpo International Airport",4.976019859313965,8.347200393676758
"ENU","DNEN","Nigeria","Enugu","Akanu Ibiam International Airport",6.474269866943359,7.561960220336914
\N,"DNGU","Nigeria","Gusau","Gusau Airport",12.1717,6.69611
"IBA","DNIB","Nigeria","Ibadan","Ibadan Airport",7.362460136413574,3.97832989692688
"ILR","DNIL","Nigeria","Ilorin","Ilorin International Airport",8.440210342407227,4.493919849395752
"JOS","DNJO","Nigeria","Jos","Yakubu Gowon Airport",9.639829635620117,8.869050025939941
"KAD","DNKA","Nigeria","Kaduna","Kaduna Airport",10.696000099182129,7.320109844207764
"KAN","DNKN","Nigeria","Kano","Mallam Aminu International Airport",12.0476,8.52462
"MIU","DNMA","Nigeria","Maiduguri","Maiduguri International Airport",11.855299949645996,13.080900192260742
"MDI","DNMK","Nigeria","Makurdi","Makurdi Airport",7.70388,8.61394
"LOS","DNMM","Nigeria","Lagos","Murtala Muhammed International Airport",6.5773701667785645,3.321160078048706
"MXJ","DNMN","Nigeria","Minna","Minna Airport",9.652170181274414,6.462259769439697
"PHC","DNPO","Nigeria","Port Hartcourt","Port Harcourt International Airport",5.0154900550842285,6.94959020614624
"SKO","DNSO","Nigeria","Sokoto","Sadiq Abubakar III International Airport",12.916299819946289,5.207190036773682
"YOL","DNYO","Nigeria","Yola","Yola Airport",9.257550239562988,12.430399894714355
"ZAR","DNZA","Nigeria","Zaria","Zaria Airport",11.1302,7.68581
"MFQ","DRRM","Niger","Maradi","Maradi Airport",13.5024995803833,7.1267499923706055
"NIM","DRRN","Niger","Niamey","Diori Hamani International Airport",13.4815,2.18361
"THZ","DRRT","Niger","Tahoua","Tahoua Airport",14.875699996948242,5.265359878540039
"AJY","DRZA","Niger","Agadez","Mano Dayak International Airport",16.965999603271484,8.000109672546387
\N,"DRZD","Niger","Dirkou","Dirkou Airport",18.968700408935547,12.86870002746582
\N,"DRZF","Niger","Diffa","Diffa Airport",13.372900009155273,12.626700401306152
"ZND","DRZR","Niger","Zinder","Zinder Airport",13.779000282287598,8.983759880065918
"MIR","DTMB","Tunisia","Monastir","Monastir Habib Bourguiba International Airport",35.75809860229492,10.75469970703125
"TUN","DTTA","Tunisia","Tunis","Tunis Carthage International Airport",36.85100173950195,10.22719955444336
\N,"DTTB","Tunisia","Bizerte","Sidi Ahmed Air Base",37.245398,9.79145
\N,"DTTD","Tunisia","Remada","Remada Air Base",32.30619812011719,10.382100105285645
"GAF","DTTF","Tunisia","Gafsa","Gafsa Ksar International Airport",34.422000885009766,8.822500228881836
"GAE","DTTG","Tunisia","Gabes","Gabès Matmata International Airport",33.87689971923828,10.103300094604492
\N,"DTTI","Tunisia","Bordj El Amri","Borj El Amri Airport",36.72129821777344,9.94314956665039
"DJE","DTTJ","Tunisia","Djerba","Djerba Zarzis International Airport",33.875,10.775500297546387
"EBM","DTTR","Tunisia","El Borma","El Borma Airport",31.704299926757812,9.254619598388672
"SFA","DTTX","Tunisia","Sfax","Sfax Thyna International Airport",34.71799850463867,10.690999984741211
